7951	415
1377	790
5331	979
7878	355
1985	304
1385	56
8037	282
4184	15
9758	840
2690	733
4380	117
6208	597
6317	144
1684	427
9579	237
6233	680
4696	920
7883	672
8403	628
2725	121
7999	701
8593	410
9072	723
4846	597
4335	352
3387	205
1858	984
3107	0
9473	224
1762	739
6054	797
8968	438
8835	49
8049	201
8896	842
1500	521
9955	696
1916	394
2935	109
3491	834
9041	833
5738	671
7736	237
1939	408
7634	40
7439	415
8875	610
5764	208
2035	932
7484	785
8073	715
4033	287
5911	772
9808	381
3249	393
1313	957
6650	992
3044	408
8915	673
4169	807
3069	666
2914	411
5743	200
5699	442
9028	224
5866	204
4614	383
7927	284
7630	793
5101	861
3948	129
5929	823
3827	660
8953	306
5478	591
4063	279
4193	831
5994	482
8008	100
7487	484
8507	771
2888	852
1607	89
5838	94
1553	829
7812	618
4853	124
4734	82
5563	191
5328	310
2212	11
8855	427
9829	984
2339	352
3420	678
4994	55
3463	778
3563	343
2043	782
6524	234
5221	979
6354	51
3107	350
9208	502
9627	228
3913	528
3067	671
5000	137
2086	861
5360	295
3458	644
3525	898
4968	161
7073	234
1883	30
1050	59
5504	785
8983	285
2557	386
4087	861
3612	855
8899	402
5053	392
4562	307
8676	189
1349	962
5910	93
1377	472
8218	103
2462	219
5469	719
2534	613
7326	722
3790	290
5531	179
5969	325
1503	312
5680	408
8982	433
4347	268
5463	700
1394	237
2144	48
2893	233
3252	91
5557	917
8948	750
9733	903
6961	304
9865	118
1984	719
9051	574
8177	273
2086	31
5171	271
3788	535
5433	279
3794	676
9601	612
4071	570
5753	12
2391	690
6591	105
7951	546
1174	549
9653	375
1385	429
3928	872
7092	378
4983	935
4458	780
9437	254
7674	463
1613	62
9527	223
5210	285
2346	990
5831	711
8600	883
5257	418
8181	669
8211	143
7224	42
6237	998
5752	855
3450	211
1266	361
7989	934
1715	319
3792	996
2004	353
8003	51
6111	92
5609	563
6061	767
1222	550
8896	207
8939	926
8754	415
3165	707
7744	573
3420	371
1162	739
2598	238
3223	919
6127	930
8037	133
7636	552
2642	625
7782	147
9737	836
6134	428
8981	854
3486	366
9491	914
5388	644
2024	345
9873	525
8276	910
7298	961
8726	354
7591	252
8011	272
2762	424
3899	956
7204	668
3249	573
1177	28
4582	300
2915	969
2647	54
8268	188
6562	76
2895	781
8378	886
4221	21
2195	827
2515	575
6106	378
3831	394
3636	542
9673	207
1594	337
1984	805
3519	281
2638	734
3095	720
1873	879
7947	586
5001	187
5128	19
6722	867
7829	522
8559	43
6560	137
8576	452
7266	119
5536	451
9044	764
5108	675
4663	619
9634	742
2911	652
4155	424
1066	418
4959	277
5968	375
9605	278
1299	994
4178	302
4160	606
1253	666
9468	246
5178	809
2848	167
4522	930
5015	822
2214	916
9006	223
7591	373
3748	940
4635	214
1714	212
8241	914
3681	557
1773	164
2306	136
1899	630
4667	907
7545	990
7784	603
1913	983
6555	0
7947	666
9946	148
3694	233
9197	596
9705	639
2393	484
7159	269
5964	833
1691	686
9866	693
1266	216
9241	184
9084	400
9517	885
9243	849
7467	746
9752	890
9531	707
3080	284
8862	967
9901	248
8096	55
5967	467
4455	501
8923	30
5310	138
9915	145
3657	368
5334	787
2974	431
3371	646
9134	365
4267	912
6600	136
4367	35
4194	856
1750	384
7848	255
5795	350
3623	181
6534	828
2143	312
6120	872
1664	954
4768	972
3067	359
8604	814
2051	889
5664	663
9512	356
8906	401
6082	16
4632	655
6830	815
1543	680
4605	986
6968	227
7553	848
8091	409
5957	970
8807	800
4623	926
1978	215
2058	247
6151	244
4281	655
5800	661
4462	146
1358	198
6963	768
9058	331
6546	349
4984	104
6642	37
2915	349
8949	574
2172	317
2365	330
4177	791
7586	434
2734	616
7878	187
1928	997
3789	690
9548	896
1244	800
9934	255
9142	903
9973	231
6045	657
9309	97
2902	327
2430	215
1366	376
7972	74
4965	104
9509	72
8942	108
7860	880
1346	356
5774	649
8431	733
2633	569
3987	292
1833	552
8622	121
5883	200
5414	598
9021	77
9973	835
6873	318
9516	71
9656	450
5939	343
1014	762
6197	779
8465	447
4015	291
8613	628
2362	623
7459	906
8230	549
9110	408
7020	989
9707	758
3730	140
3044	671
3066	448
1100	910
3956	354
6991	881
2277	409
1718	75
3728	560
8042	293
3650	90
3013	454
3787	723
1589	819
2764	318
4400	920
3925	263
5706	619
4369	833
2778	165
2888	300
9148	622
8348	964
6956	461
6636	233
6983	866
7990	669
5966	572
5979	657
2571	983
5311	212
6554	413
5990	892
3370	714
1588	877
2517	211
2814	247
1540	232
4944	841
4081	316
3392	766
9652	784
6027	788
2156	234
8299	237
3002	753
5971	893
9890	578
2620	20
3714	24
1246	412
3198	425
9381	934
8328	919
8457	517
1581	239
7150	497
1618	685
1929	628
9029	516
2233	347
6669	164
6485	579
4431	427
7355	961
8872	116
2352	887
2088	469
3613	890
3637	386
5700	80
4043	107
5319	947
2975	575
3284	254
3591	556
9281	580
4629	897
5965	560
4621	769
5782	259
7009	348
6517	30
3653	748
7607	704
4297	11
6719	250
1328	206
7426	540
5357	308
2444	354
3665	604
1926	782
8163	293
3136	233
8831	355
3318	236
1544	263
2872	401
1084	691
1288	786
5072	444
1413	881
9582	177
9933	840
5036	790
8294	830
9167	350
2374	478
9726	773
6136	597
3698	669
2501	193
1589	87
4448	513
7614	582
1016	652
3060	559
5636	253
7368	164
4877	187
7688	586
4640	749
5103	585
5128	710
6280	608
9704	323
9294	37
2618	583
5185	457
7755	544
5505	283
9208	76
7598	3
2774	433
1372	843
8368	918
6491	252
5630	247
4710	284
2225	333
3129	41
7974	184
8922	290
5064	866
4712	328
7672	8
7421	0
8111	489
5989	960
4441	477
5960	433
9639	701
7986	391
3951	134
1957	720
9516	946
8758	657
7639	429
6591	953
3123	406
4852	869
8847	18
8112	712
2045	384
9887	969
8373	553
1188	706
5784	459
7729	88
9934	959
9877	702
3153	366
9407	72
7930	526
2046	912
2096	18
6169	743
1442	751
5778	0
6830	671
4994	489
4027	771
9014	230
1598	556
2605	755
3668	91
6425	392
1396	482
5659	403
9814	982
3225	728
8888	582
9821	589
7287	737
4626	341
4983	207
9884	620
8561	469
9184	806
5781	364
1062	782
9483	349
1911	328
1793	792
2586	348
6131	825
6604	20
2006	207
3013	645
9196	64
5624	346
7333	307
6845	573
3362	984
4926	312
4294	942
9492	988
9480	834
5784	204
1541	629
4237	71
5184	425
8694	329
7328	521
6719	347
5056	364
6432	190
9243	69
8864	62
9690	789
2970	293
5937	74
4055	425
7943	198
1996	55
9047	565
3485	132
3389	739
8182	874
5523	687
6595	662
4627	229
2199	356
1825	197
6034	230
1055	906
9729	363
3886	939
3955	943
5109	984
7037	257
4409	141
9862	728
9471	210
2472	389
3818	658
2995	252
1776	238
3398	662
4677	126
8779	26
4391	97
9769	60
2562	999
3968	451
6488	907
4899	831
8367	159
7135	863
6957	452
5697	745
8599	433
4960	180
5536	219
5366	561
3690	363
8596	384
6974	859
8958	56
4862	113
6604	895
2579	481
9235	529
2492	473
2314	795
2834	21
6898	169
5386	546
3734	315
6589	705
5950	903
3965	967
8063	16
4936	675
7565	924
6956	291
2195	988
5814	543
9074	839
7127	650
6228	987
4216	466
8120	4
5901	917
2969	730
5250	253
1494	569
3495	306
8541	93
9152	247
8372	807
5552	459
1338	790
2963	270
6962	490
9424	602
3023	18
7503	724
8604	369
1991	720
2120	322
2719	195
3623	251
